source,job_title,company_name,job_location,job_type,category,salary_min,salary_max,salary_avg,salary_range,salary_currency,experience_required,education_required,skills_required,job_description
KhmerOnline,Maintenance Technician,Anz Garment,Sihanoukville,Full-time,Manufacturing,,,,,,3,none,safety; teamwork; physical fitness,"We are looking for a talented Maintenance Technician to join our team at ANZ Garment. The candidate will be responsible for contributing to our manufacturing operations in Sihanoukville. Required skills include: safety, teamwork, physical fitness. Minimum 3 year(s) of relevant experience required. Education: None degree or equivalent preferred."
Khmer24,Loan Officer,Chip Mong Bank,Battambang,Full-time,Banking & Finance,409.0,4338.0,2373.5,3929.0,USD,1,bachelor,financial modeling; khmer; sql,"We are looking for a talented Loan Officer to join our team at Chip Mong Bank. The candidate will be responsible for contributing to our banking & finance operations in Battambang. Required skills include: financial modeling, khmer, sql. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Warehouse Keeper,Manhao Garment,Phnom Penh,Full-time,Manufacturing,108.0,778.0,443.0,670.0,USD,0,high school,lean manufacturing; teamwork; report writing; machine operation; safety,"We are looking for a talented Warehouse Keeper to join our team at Manhao Garment. The candidate will be responsible for contributing to our manufacturing operations in Phnom Penh. Required skills include: lean manufacturing, teamwork, report writing. No experience required — training provided. Education: High School degree or equivalent preferred."
Khmer24,Retail Assistant,Caltex,Kandal,Full-time,Retail & Sales,259.0,3025.0,1642.0,2766.0,USD,1,master,ms office; target driven,"We are looking for a talented Retail Assistant to join our team at Caltex. The candidate will be responsible for contributing to our retail & sales operations in Kandal. Required skills include: ms office, target driven. Minimum 1 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Cost Accountant,Bdo Cambodia,Phnom Penh,Full-time,Accounting & Audit,427.0,5269.0,2848.0,4842.0,USD,2,bachelor,sage; accounting standards; quickbooks; attention to detail; excel; english,"We are looking for a talented Cost Accountant to join our team at BDO Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Phnom Penh. Required skills include: sage, accounting standards, quickbooks. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,School Principal,Pannasastra University,Battambang,Internship,Education & Training,314.0,2955.0,1634.5,2641.0,USD,0,bachelor,communication; patience; e-learning; lesson planning; khmer; classroom management; reporting,"We are looking for a talented School Principal to join our team at Pannasastra University. The candidate will be responsible for contributing to our education & training operations in Battambang. This is an internship opportunity suitable for fresh graduates. Required skills include: communication, patience, e-learning. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Project Manager,Crs Cambodia,Phnom Penh,Full-time,Ngo & Development,541.0,4317.0,2429.0,3776.0,USD,1,bachelor,advocacy; community engagement; khmer; report writing,"We are looking for a talented Project Manager to join our team at CRS Cambodia. The candidate will be responsible for contributing to our ngo & development operations in Phnom Penh. Required skills include: advocacy, community engagement, khmer. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Retail Assistant,Totalenergies,Remote,Full-time,Retail & Sales,,,,,,4,bachelor,target driven; pos system; communication; product knowledge,"We are looking for a talented Retail Assistant to join our team at TotalEnergies. The candidate will be responsible for contributing to our retail & sales operations in Remote. Required skills include: target driven, pos system, communication. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Internal Auditor,Deloitte Cambodia,Phnom Penh,Internship,Accounting & Audit,237.0,4848.0,2542.5,4611.0,USD,0,bachelor,khmer; sage; excel; quickbooks,"We are looking for a talented Internal Auditor to join our team at Deloitte Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: khmer, sage, excel. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,University Lecturer,Ace Cambodia,Kampong Cham,Contract,Education & Training,207.0,3261.0,1734.0,3054.0,USD,1,bachelor,lesson planning; english; e-learning; communication; classroom management,"We are looking for a talented University Lecturer to join our team at ACE Cambodia. The candidate will be responsible for contributing to our education & training operations in Kampong Cham. Required skills include: lesson planning, english, e-learning. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Internal Auditor,Kpmg Cambodia,Phnom Penh,Full-time,Accounting & Audit,441.0,7869.0,4155.0,7428.0,USD,7,bachelor,tax law; accounting standards; sage; excel; khmer,"We are looking for a talented Internal Auditor to join our team at KPMG Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Phnom Penh. Required skills include: tax law, accounting standards, sage. Minimum 7 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,M&E Officer,World Vision Cambodia,Takeo,Contract,Ngo & Development,415.0,7289.0,3852.0,6874.0,USD,4,bachelor,data collection; m&e,"We are looking for a talented M&E Officer to join our team at World Vision Cambodia. The candidate will be responsible for contributing to our ngo & development operations in Takeo. Required skills include: data collection, m&e. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Hris Specialist,Manpowergroup,Remote,Full-time,Human Resources,259.0,2708.0,1483.5,2449.0,USD,2,bachelor,payroll; recruitment; hris; conflict resolution,"We are looking for a talented HRIS Specialist to join our team at ManpowerGroup. The candidate will be responsible for contributing to our human resources operations in Remote. Required skills include: payroll, recruitment, hris. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Devops Engineer,Nssf Cambodia,Remote,Contract,Technology & It,779.0,11367.0,6073.0,10588.0,USD,3,master,linux; mysql; java,"We are looking for a talented DevOps Engineer to join our team at NSSF Cambodia. The candidate will be responsible for contributing to our technology & it operations in Remote. Required skills include: linux, mysql, java. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Training Facilitator,Ace Cambodia,Takeo,Contract,Education & Training,424.0,4048.0,2236.0,3624.0,USD,4,master,khmer; reporting; english; e-learning,"We are looking for a talented Training Facilitator to join our team at ACE Cambodia. The candidate will be responsible for contributing to our education & training operations in Takeo. Required skills include: khmer, reporting, english. Minimum 4 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Medical Doctor,Camtech,Battambang,Full-time,Healthcare,421.46,6555.85,3488.655,6134.39,USD,0,bachelor,english; empathy; clinical assessment; communication; khmer,"We are looking for a talented Medical Doctor to join our team at CamTech. The candidate will be responsible for contributing to our healthcare operations in Battambang. Required skills include: english, empathy, clinical assessment. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Fire Safety Officer,Dragon Security,Phnom Penh,Freelance,Security & Safety,190.0,401.0,295.5,211.0,USD,0,bachelor,security training; teamwork; communication; khmer; first aid; vigilance; report writing; physical fitness,"We are looking for a talented Fire Safety Officer to join our team at Dragon Security. The candidate will be responsible for contributing to our security & safety operations in Phnom Penh. Required skills include: security training, teamwork, communication. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Valuation Officer,Century21 Cambodia,Phnom Penh,Full-time,Real Estate,276.0,5330.0,2803.0,5054.0,USD,3,master,english; networking; negotiation,"We are looking for a talented Valuation Officer to join our team at Century21 Cambodia. The candidate will be responsible for contributing to our real estate operations in Phnom Penh. Required skills include: english, networking, negotiation. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
KhmerOnline,Sales Executive,Shop.Com.Kh,Takeo,Full-time,Retail & Sales,257.0,1546.0,901.5,1289.0,USD,1,bachelor,ms office; khmer; pos system; negotiation; customer service; english,"We are looking for a talented Sales Executive to join our team at Shop.com.kh. The candidate will be responsible for contributing to our retail & sales operations in Takeo. Required skills include: ms office, khmer, pos system. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Academic Coordinator,Ifl University,Battambang,Internship,Education & Training,,,,,,0,bachelor,e-learning; patience; curriculum design; communication; classroom management; reporting; khmer,"We are looking for a talented Academic Coordinator to join our team at IFL University. The candidate will be responsible for contributing to our education & training operations in Battambang. This is an internship opportunity suitable for fresh graduates. Required skills include: e-learning, patience, curriculum design. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Physiotherapist,Senator Clinic,Phnom Penh,Full-time,Healthcare,354.0,4261.0,2307.5,3907.0,USD,0,master,khmer; first aid; empathy; english; emr systems,"We are looking for a talented Physiotherapist to join our team at Senator Clinic. The candidate will be responsible for contributing to our healthcare operations in Phnom Penh. Required skills include: khmer, first aid, empathy. No experience required — training provided. Education: Master degree or equivalent preferred."
BongThom,Crm Specialist,Coolcam,Phnom Penh,Internship,Customer Service,149.0,1016.0,582.5,867.0,USD,0,high school,customer service; crm; data entry; english; khmer; patience; communication,"We are looking for a talented CRM Specialist to join our team at CooLcam. The candidate will be responsible for contributing to our customer service operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: customer service, crm, data entry. No experience required — training provided. Education: High School degree or equivalent preferred."
CamHR,Senior Accountant,Grant Thornton,Remote,Full-time,Accounting & Audit,332.0,6041.0,3186.5,5709.0,USD,3,bachelor,financial reporting; tax law; attention to detail; excel; khmer; accounting standards,"We are looking for a talented Senior Accountant to join our team at Grant Thornton. The candidate will be responsible for contributing to our accounting & audit operations in Remote. Required skills include: financial reporting, tax law, attention to detail. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Cybersecurity Analyst,Smart Axiata,Takeo,Full-time,Technology & It,,,,,,1,bachelor,mysql; docker; sql; react; node.js; git,"We are looking for a talented Cybersecurity Analyst to join our team at Smart Axiata. The candidate will be responsible for contributing to our technology & it operations in Takeo. Required skills include: mysql, docker, sql. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Lab Technician,Senator Clinic,Battambang,Freelance,Healthcare,426.0,7785.0,4105.5,7359.0,USD,4,bachelor,communication; infection control; english,"We are looking for a talented Lab Technician to join our team at Senator Clinic. The candidate will be responsible for contributing to our healthcare operations in Battambang. Required skills include: communication, infection control, english. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Quality Control Inspector,Manhao Garment,Kampong Cham,Part-time,Manufacturing,165.61,1023.9,594.755,858.29,USD,4,high school,khmer; inventory; report writing; quality control; physical fitness; safety,"We are looking for a talented Quality Control Inspector to join our team at Manhao Garment. The candidate will be responsible for contributing to our manufacturing operations in Kampong Cham. Required skills include: khmer, inventory, report writing. Minimum 4 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
KhmerOnline,Microfinance Officer,Sathapana Bank,Battambang,Full-time,Banking & Finance,463.0,6112.0,3287.5,5649.0,USD,3,bachelor,risk management; customer service; bloomberg,"We are looking for a talented Microfinance Officer to join our team at Sathapana Bank. The candidate will be responsible for contributing to our banking & finance operations in Battambang. Required skills include: risk management, customer service, bloomberg. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Guest Relations Officer,Rosewood Phnom Penh,Phnom Penh,Full-time,Hospitality & Tourism,339.0,5630.0,2984.5,5291.0,USD,7,bachelor,f&b service; teamwork,"We are looking for a talented Guest Relations Officer to join our team at Rosewood Phnom Penh. The candidate will be responsible for contributing to our hospitality & tourism operations in Phnom Penh. Required skills include: f&b service, teamwork. Minimum 7 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Production Supervisor,New Ambitions,Phnom Penh,Full-time,Manufacturing,,,,,,2,high school,machine operation; inventory; safety,"We are looking for a talented Production Supervisor to join our team at New Ambitions. The candidate will be responsible for contributing to our manufacturing operations in Phnom Penh. Required skills include: machine operation, inventory, safety. Minimum 2 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Live Chat Agent,Coolcam,Remote,Full-time,Customer Service,187.0,1430.0,808.5,1243.0,USD,5,none,khmer; crm; ms office; patience,"We are looking for a talented Live Chat Agent to join our team at CooLcam. The candidate will be responsible for contributing to our customer service operations in Remote. Required skills include: khmer, crm, ms office. Minimum 5 year(s) of relevant experience required. Education: None degree or equivalent preferred."
Khmer24,Pharmacist,Royal Phnom Penh Hospital,Battambang,Freelance,Healthcare,454.0,5455.0,2954.5,5001.0,USD,2,bachelor,first aid; infection control,"We are looking for a talented Pharmacist to join our team at Royal Phnom Penh Hospital. The candidate will be responsible for contributing to our healthcare operations in Battambang. Required skills include: first aid, infection control. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Spa Therapist,Amansara,Siem Reap,Part-time,Hospitality & Tourism,,,,,,0,bachelor,khmer; f&b service; opera pms; teamwork; customer service; event management; hotel management,"We are looking for a talented Spa Therapist to join our team at Amansara. The candidate will be responsible for contributing to our hospitality & tourism operations in Siem Reap. Required skills include: khmer, f&b service, opera pms. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Academic Coordinator,Rupp,Phnom Penh,Full-time,Education & Training,,,,,,2,bachelor,e-learning; english; ms office; classroom management; reporting; patience; khmer; lesson planning,"We are looking for a talented Academic Coordinator to join our team at RUPP. The candidate will be responsible for contributing to our education & training operations in Phnom Penh. Required skills include: e-learning, english, ms office. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Truck Driver,Kerry Logistics,Phnom Penh,Full-time,Logistics & Transport,149.0,1518.0,833.5,1369.0,USD,0,high school,erp; warehouse management; english; logistics; supply chain,"We are looking for a talented Truck Driver to join our team at Kerry Logistics. The candidate will be responsible for contributing to our logistics & transport operations in Phnom Penh. Required skills include: erp, warehouse management, english. No experience required — training provided. Education: High School degree or equivalent preferred."
Khmer24,Compliance Officer,Phillip Bank,Mondulkiri,Full-time,Banking & Finance,484.0,6026.0,3255.0,5542.0,USD,2,master,risk management; english; sql; financial modeling; loan processing; credit analysis,"We are looking for a talented Compliance Officer to join our team at Phillip Bank. The candidate will be responsible for contributing to our banking & finance operations in Mondulkiri. Required skills include: risk management, english, sql. Minimum 2 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Garment Worker,Anacle Garment,Kampot,Full-time,Garment & Textile,119.0,680.0,399.5,561.0,USD,1,none,machine operation; sewing; physical fitness; khmer; pattern making; attention to detail; teamwork; production planning,"We are looking for a talented Garment Worker to join our team at Anacle Garment. The candidate will be responsible for contributing to our garment & textile operations in Kampot. Required skills include: machine operation, sewing, physical fitness. Minimum 1 year(s) of relevant experience required. Education: None degree or equivalent preferred."
KhmerOnline,M&E Officer,Plan International,Phnom Penh,Internship,Ngo & Development,458.0,3387.0,1922.5,2929.0,USD,0,bachelor,data collection; donor relations; project management; ms office; report writing; khmer,"We are looking for a talented M&E Officer to join our team at Plan International. The candidate will be responsible for contributing to our ngo & development operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: data collection, donor relations, project management. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Process Engineer,Successmore,Sihanoukville,Full-time,Manufacturing,188.0,785.0,486.5,597.0,USD,1,high school,safety; physical fitness,"We are looking for a talented Process Engineer to join our team at Successmore. The candidate will be responsible for contributing to our manufacturing operations in Sihanoukville. Required skills include: safety, physical fitness. Minimum 1 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Cybersecurity Analyst,Kalibrr Cambodia,Phnom Penh,Full-time,Technology & It,612.0,6380.0,3496.0,5768.0,USD,2,master,mongodb; mysql,"We are looking for a talented Cybersecurity Analyst to join our team at Kalibrr Cambodia. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: mongodb, mysql. Minimum 2 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Risk Officer,Aba Bank,Kampong Cham,Full-time,Banking & Finance,417.0,4127.0,2272.0,3710.0,USD,1,PhD,credit analysis; loan processing; khmer; risk management; excel; bloomberg; financial modeling,"We are looking for a talented Risk Officer to join our team at ABA Bank. The candidate will be responsible for contributing to our banking & finance operations in Kampong Cham. Required skills include: credit analysis, loan processing, khmer. Minimum 1 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
KhmerOnline,Account Manager,Aeon Mall,Kandal,Full-time,Retail & Sales,,,,,,4,master,customer service; english; target driven; communication; khmer,"We are looking for a talented Account Manager to join our team at AEON Mall. The candidate will be responsible for contributing to our retail & sales operations in Kandal. Required skills include: customer service, english, target driven. Minimum 4 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,E-Commerce Specialist,Totalenergies,Sihanoukville,Full-time,Retail & Sales,320.0,3030.0,1675.0,2710.0,USD,3,master,khmer; customer service; pos system,"We are looking for a talented E-commerce Specialist to join our team at TotalEnergies. The candidate will be responsible for contributing to our retail & sales operations in Sihanoukville. Required skills include: khmer, customer service, pos system. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,System Administrator,Kalibrr Cambodia,Battambang,Full-time,Technology & It,456.0,7591.0,4023.5,7135.0,USD,1,bachelor,linux; sql; react,"We are looking for a talented System Administrator to join our team at Kalibrr Cambodia. The candidate will be responsible for contributing to our technology & it operations in Battambang. Required skills include: linux, sql, react. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Mechanical Engineer,Canadia Tower,Phnom Penh,Full-time,Construction & Engineering,357.0,5113.0,2735.0,4756.0,USD,0,none,surveying; negotiation; project management; autocad; concrete design,"We are looking for a talented Mechanical Engineer to join our team at Canadia Tower. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. Required skills include: surveying, negotiation, project management. No experience required — training provided. Education: None degree or equivalent preferred."
BongThom,Social Media Manager,Bayon Tv,Phnom Penh,Full-time,Media & Marketing,357.0,3993.0,2175.0,3636.0,USD,4,bachelor,english; content writing; photoshop; video editing,"We are looking for a talented Social Media Manager to join our team at Bayon TV. The candidate will be responsible for contributing to our media & marketing operations in Phnom Penh. Required skills include: english, content writing, photoshop. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Packaging Worker,Pactics Cambodia,Takeo,Full-time,Manufacturing,,,,,,5,none,khmer; teamwork; physical fitness,"We are looking for a talented Packaging Worker to join our team at Pactics Cambodia. The candidate will be responsible for contributing to our manufacturing operations in Takeo. Required skills include: khmer, teamwork, physical fitness. Minimum 5 year(s) of relevant experience required. Education: None degree or equivalent preferred."
CamHR,Cashier,Shop.Com.Kh,Preah Vihear,Full-time,Retail & Sales,194.0,3113.0,1653.5,2919.0,USD,3,bachelor,customer service; negotiation; product knowledge; sales; communication; ms office; english; target driven,"We are looking for a talented Cashier to join our team at Shop.com.kh. The candidate will be responsible for contributing to our retail & sales operations in Preah Vihear. Required skills include: customer service, negotiation, product knowledge. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Delivery Rider,Fedex Cambodia,Mondulkiri,Full-time,Logistics & Transport,230.24,1978.78,1104.51,1748.54,USD,3,high school,driving license; inventory; english; warehouse management; excel; erp,"We are looking for a talented Delivery Rider to join our team at FedEx Cambodia. The candidate will be responsible for contributing to our logistics & transport operations in Mondulkiri. Required skills include: driving license, inventory, english. Minimum 3 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Access Control Officer,Securitas Cambodia,Takeo,Full-time,Security & Safety,102.0,470.0,286.0,368.0,USD,0,high school,first aid; communication; teamwork; integrity,"We are looking for a talented Access Control Officer to join our team at Securitas Cambodia. The candidate will be responsible for contributing to our security & safety operations in Takeo. Required skills include: first aid, communication, teamwork. No experience required — training provided. Education: High School degree or equivalent preferred."
CamHR,Product Promoter,Havi Cambodia,Remote,Internship,Retail & Sales,161.46,1802.93,982.195,1641.47,USD,0,none,sales; product knowledge; pos system; khmer; customer service,"We are looking for a talented Product Promoter to join our team at Havi Cambodia. The candidate will be responsible for contributing to our retail & sales operations in Remote. This is an internship opportunity suitable for fresh graduates. Required skills include: sales, product knowledge, pos system. No experience required — training provided. Education: None degree or equivalent preferred."
Khmer24,Ai/Ml Engineer,Mango Tango,Phnom Penh,Full-time,Technology & It,702.0,5892.0,3297.0,5190.0,USD,3,bachelor,javascript; mysql; api development; python; node.js; linux; mongodb,"We are looking for a talented AI/ML Engineer to join our team at Mango Tango. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: javascript, mysql, api development. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Retail Assistant,Caltex,Phnom Penh,Internship,Retail & Sales,,,,,,0,master,customer service; ms office; khmer; negotiation; product knowledge; communication; pos system,"We are looking for a talented Retail Assistant to join our team at Caltex. The candidate will be responsible for contributing to our retail & sales operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: customer service, ms office, khmer. No experience required — training provided. Education: Master degree or equivalent preferred."
CamHR,M&E Officer,Care Cambodia,Battambang,Full-time,Ngo & Development,513.0,5684.0,3098.5,5171.0,USD,2,bachelor,english; m&e; donor relations; advocacy; project management; khmer; ms office; data collection,"We are looking for a talented M&E Officer to join our team at Care Cambodia. The candidate will be responsible for contributing to our ngo & development operations in Battambang. Required skills include: english, m&e, donor relations. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Quantity Surveyor,Worldbridge Group,Phnom Penh,Full-time,Construction & Engineering,515.0,7527.0,4021.0,7012.0,USD,3,bachelor,english; negotiation; ms project,"We are looking for a talented Quantity Surveyor to join our team at WorldBridge Group. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. Required skills include: english, negotiation, ms project. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Civil Engineer,Worldbridge Group,Siem Reap,Full-time,Construction & Engineering,492.0,8296.0,4394.0,7804.0,USD,3,bachelor,negotiation; safety management; structural analysis; concrete design; surveying; civil 3d; ms project; autocad,"We are looking for a talented Civil Engineer to join our team at WorldBridge Group. The candidate will be responsible for contributing to our construction & engineering operations in Siem Reap. Required skills include: negotiation, safety management, structural analysis. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Sales Executive,Major Cineplex,Phnom Penh,Contract,Retail & Sales,205.0,2649.0,1427.0,2444.0,USD,1,master,communication; ms office; negotiation; target driven; sales; product knowledge; khmer,"We are looking for a talented Sales Executive to join our team at Major Cineplex. The candidate will be responsible for contributing to our retail & sales operations in Phnom Penh. Required skills include: communication, ms office, negotiation. Minimum 1 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
CamHR,Recruiter,Peoplelink,Phnom Penh,Full-time,Human Resources,390.0,3186.0,1788.0,2796.0,USD,3,master,hris; english; conflict resolution,"We are looking for a talented Recruiter to join our team at PeopleLink. The candidate will be responsible for contributing to our human resources operations in Phnom Penh. Required skills include: hris, english, conflict resolution. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
KhmerOnline,Sales Executive,Major Cineplex,Kampong Cham,Part-time,Retail & Sales,135.0,1219.0,677.0,1084.0,USD,0,high school,khmer; negotiation; english,"We are looking for a talented Sales Executive to join our team at Major Cineplex. The candidate will be responsible for contributing to our retail & sales operations in Kampong Cham. Required skills include: khmer, negotiation, english. No experience required — training provided. Education: High School degree or equivalent preferred."
BongThom,Digital Marketing Specialist,Bayon Tv,Preah Vihear,Full-time,Media & Marketing,298.0,2128.0,1213.0,1830.0,USD,3,high school,content writing; facebook ads; seo,"We are looking for a talented Digital Marketing Specialist to join our team at Bayon TV. The candidate will be responsible for contributing to our media & marketing operations in Preah Vihear. Required skills include: content writing, facebook ads, seo. Minimum 3 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Live Chat Agent,Smart Axiata,Phnom Penh,Full-time,Customer Service,,,,,,5,none,ms office; crm; patience; english; customer service; khmer; problem solving; communication,"We are looking for a talented Live Chat Agent to join our team at Smart Axiata. The candidate will be responsible for contributing to our customer service operations in Phnom Penh. Required skills include: ms office, crm, patience. Minimum 5 year(s) of relevant experience required. Education: None degree or equivalent preferred."
Khmer24,Devops Engineer,Digital Jungle,Phnom Penh,Contract,Technology & It,702.0,11592.0,6147.0,10890.0,USD,6,PhD,linux; python; git; node.js; sql; java,"We are looking for a talented DevOps Engineer to join our team at Digital Jungle. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: linux, python, git. Minimum 6 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
Khmer24,Garment Supervisor,United Garment,Phnom Penh,Freelance,Garment & Textile,,,,,,1,PhD,machine operation; physical fitness; production planning,"We are looking for a talented Garment Supervisor to join our team at United Garment. The candidate will be responsible for contributing to our garment & textile operations in Phnom Penh. Required skills include: machine operation, physical fitness, production planning. Minimum 1 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
BongThom,Accountant,Rsm Cambodia,Kampong Cham,Contract,Accounting & Audit,,,,,,0,master,sage; quickbooks; accounting standards; english,"We are looking for a talented Accountant to join our team at RSM Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Kampong Cham. Required skills include: sage, quickbooks, accounting standards. No experience required — training provided. Education: Master degree or equivalent preferred."
KhmerOnline,Customs Clearance Officer,Crown Relocations,Remote,Full-time,Logistics & Transport,206.0,1285.0,745.5,1079.0,USD,0,high school,driving license; inventory; khmer; customs clearance,"We are looking for a talented Customs Clearance Officer to join our team at Crown Relocations. The candidate will be responsible for contributing to our logistics & transport operations in Remote. Required skills include: driving license, inventory, khmer. No experience required — training provided. Education: High School degree or equivalent preferred."
Khmer24,Project Manager,Worldbridge Group,Phnom Penh,Full-time,Construction & Engineering,428.0,5744.0,3086.0,5316.0,USD,3,master,ms project; surveying; concrete design; negotiation; project management; autocad; english; safety management,"We are looking for a talented Project Manager to join our team at WorldBridge Group. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. Required skills include: ms project, surveying, concrete design. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Property Developer,Cbre Cambodia,Phnom Penh,Contract,Real Estate,365.37,3343.17,1854.27,2977.8,USD,3,high school,market research; communication; real estate law; negotiation; networking,"We are looking for a talented Property Developer to join our team at CBRE Cambodia. The candidate will be responsible for contributing to our real estate operations in Phnom Penh. Required skills include: market research, communication, real estate law. Minimum 3 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Property Manager,Cbre Cambodia,Phnom Penh,Contract,Real Estate,382.0,3693.0,2037.5,3311.0,USD,0,PhD,english; negotiation; networking; market research,"We are looking for a talented Property Manager to join our team at CBRE Cambodia. The candidate will be responsible for contributing to our real estate operations in Phnom Penh. Required skills include: english, negotiation, networking. No experience required — training provided. Education: Phd degree or equivalent preferred."
KhmerOnline,Real Estate Consultant,Ips Cambodia,Phnom Penh,Freelance,Real Estate,309.0,4567.0,2438.0,4258.0,USD,5,high school,real estate law; khmer; valuation; communication,"We are looking for a talented Real Estate Consultant to join our team at IPS Cambodia. The candidate will be responsible for contributing to our real estate operations in Phnom Penh. Required skills include: real estate law, khmer, valuation. Minimum 5 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
KhmerOnline,Cleaner,Cleanpro Cambodia,Sihanoukville,Full-time,Cleaning & Maintenance,,,,,,0,none,khmer; equipment operation; attention to detail; cleaning techniques; time management; physical fitness,"We are looking for a talented Cleaner to join our team at CleanPro Cambodia. The candidate will be responsible for contributing to our cleaning & maintenance operations in Sihanoukville. Required skills include: khmer, equipment operation, attention to detail. No experience required — training provided. Education: None degree or equivalent preferred."
KhmerOnline,Factory Worker,Kingmaker Footwear,Remote,Full-time,Manufacturing,133.0,574.0,353.5,441.0,USD,0,high school,teamwork; machine operation; lean manufacturing; quality control; khmer,"We are looking for a talented Factory Worker to join our team at Kingmaker Footwear. The candidate will be responsible for contributing to our manufacturing operations in Remote. Required skills include: teamwork, machine operation, lean manufacturing. No experience required — training provided. Education: High School degree or equivalent preferred."
